ላንድ ; [2798, 105]
ዛሬሳ ; [655, 4]
አትቀምስም ; [39, 39]
ክፉኛ ; [44, 5]
ለከበደ ; [132, 1]
ዋና ; [1038]
ይሻልሃል ; [7, 7, 1]
ፈላጊ ; [56]
እንዲሰሩ ; [899, 899, 3]
እነሳለሁ ; [40, 40]
አድርገው ; [1, 1]
አልጋ ; [57, 1, 1, 1]
አልከፈትልኝ ; [116]
ከሳሾቻችን ; [12, 1]
አልቀረቡም ; [1180, 1180]
ውሻዬ ; [93, 93]
የበሉት ; [123, 123]
አያረካም ; [26, 26]
ከካሳ ; [7, 1, 1]
አጭር ; [197, 10]
ይጠላል ; [16, 16]
የመናቅ ; [7]
አልወድለትም ; [541, 541]
በምታገኝበት ; [12, 1, 1]
ትከፍልሃለች ; [304, 1]
ቢመጣ ; [1280, 1280]
አልፈራም ; [108, 108, 108, 108, 108, 108]
ትጋግር ; [6]
አትፍቀድለት ; [245]
ቀለብ ; [21]
ስትገዛዛ ; [79]
እጇን ; [829, 1]
ደጋፊዬ ; [196, 196]
በጫካ ; [58]
የምትጓዝ ; [1]
መያዝ ; [374]
አለብህ ; [10430, 10430, 1849, 1849, 2, 2]
ከፍቶ ; [116, 5]
የሰበረችው ; [53, 53]
አልወሰድክም ; [1019, 1019]
ንጉስን ; [40, 40]
የምትሠራው ; [899, 899, 899, 899]
አልሰማም ; [420, 420, 420, 420, 420, 420]
መዳኑን ; [11]
አመማት ; [26, 26]
ታሰሩ ; [899, 16, 16, 3]
ተቀመጡ ; [1, 1]
ነጣ ; [5, 5]
አስያዘኝ ; [1477, 1477]
ሽርሽር ; [7, 7]
አምና ; [545, 545, 545, 26, 23]
እንሠራለን ; [899, 899, 3]
አበሳጨኝ ; [1, 1, 1]
ነጻነት ; [418, 418]
ታውቃላችሁ ; [1643, 1643, 3]
እጠበው ; [34, 19]
ብሠራው ; [899, 899]
አመመው ; [26, 26, 26]
አየኋት ; [1045, 1045]
ልትወቅሰኝ ; [26]
አትችልም ; [5530, 5530]
ልንሠራው ; [899, 899, 899, 899]
አንችልም ; [5530, 5530, 5530, 5530]
የሄደችው ; [1644, 1644]
ይማር ; [13, 13, 13]
ጣሪያ ; [98, 26]
ጠጣበት ; [72, 72]
አመነ ; [545, 545, 1]
ያደረሰው ; [1724, 1724]
ውሎ ; [474, 13]
አስተማሪን ; [36, 13]
እንኳን ; [458, 12]
ተቆጣ ; [1, 1, 1, 1]
ተነስታ ; [40, 40]
አባቱን ; [448, 2, 2, 2]
ሰበሰቡ ; [143, 1]
ኑሮ ; [380, 363]
እንግዶቹ ; [846, 138]
ከተያዘ ; [1477, 1477]
አይሠሩማ ; [899, 899, 16, 3]
የሚሰራ ; [899, 899]
ባይሰራ ; [899, 899]
ትጠብ ; [34, 19]
አለችው ; [10430, 10430, 10430, 1849, 1849, 1849]
አንዱን ; [2798, 12]
የሞተው ; [226, 226]
የገደልኩት ; [145, 145]
ዋጋውን ; [620, 1]
ካልቀነስክ ; [213, 213]
አልገዛህም ; [79, 79, 79, 79, 79, 79, 79, 79]
እንቅልፍ ; [110, 110]
አስገባ ; [959, 959, 959, 959, 959, 959]
ኮሶ ; [6]
አያስወጣም ; [805, 805]
ሥራዬን ; [2107, 2107, 1]
አታሰራኝም ; [899, 899, 899]
የደከሙት ; [127, 127]
አያስነብቡትም ; [1, 1]
ቀረው ; [594, 1]
መልስ ; [383, 66]
እስኪመጣ ; [1280, 1280]
ጠበቅሁት ; [357]
ሲመጣ ; [1280, 1280]
ስታይ ; [1045, 1045, 1045]
አትደንግጥ ; [49]
እንደተለወጠ ; [84, 84]
ብታይ ; [1045, 1045, 1045]
